broker_comm,broker_comm_man,broker_id,broker_man_net_price,broker_net,cc_account_number,cc_facilitation_name,client_comm,client_comm_bps,client_comm_man,client_net,client_net_price,executed_time,gross_consideration,gross_price,number_of_shares,operation,order id,order_terms,Security Country Code of Issue,settlement_currency,settlement_date,stock_name,ticket_code,trade_currency,Trade Date,is_short_sell,Clearing Bank Number,Settlement FX Rate,ISIN Code,comm_type,Sedol,Mark Up,Sales Commission,Exchange Fee,Transaction Levy,Stamp Duty,Original Order Quantity,Order Quantity,Book Name,User Name,Is Option Security,Security ID,Option OCC Symbol,OPRA Symbol,Option Strike Price,Option Expiration Date,Option Open Close Indicator,Option Put Call Indicator,Primary MIC,Firm LEI,Give Up Broker Id,BloombergSymbol,Number of Fills
14.937615,,INST,,271578.0624,5A08977702,,,,,,,11:13:12,271593,27,10059,S,69683913LTOD LI,,GB,USD,20230419,LARSEN & TOUBRO,LTOD LI,USD,20230417,N,,,USY5217N1183,,B15VJF2,,,0,0,,,,Europe,,N,,,,,,,,XLOM,,,LTOD LI,22
0,,CHLC,,62146.588,HCU8977700,,,,,,,16:10:01,62146.588,52.6666,1180,B,69695481MAXR,,US,USD,20230419,MAXAR TECHN INC,MAXR,USD,20230417,N,,,US57778K1051,,BF2KYF5,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,MAXR US,2
0,,MSCO,,62146.5998,HCU8977700,,,,,,,13:55:17,62146.5998,52.66661,1180,B,69688462MAXR,,US,USD,20230419,MAXAR TECHN INC,MAXR,USD,20230417,N,,,US57778K1051,,BF2KYF5,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,MAXR US,11
0,,MSCO,,1096550,HCU8977700,,,,,,,10:07:35,1096550,219.31,5000,B,69679946META,,US,USD,20230419,META PLATFORMS INC,META,USD,20230417,N,,,US30303M1027,,B7TL820,,,0,0,,,,USA,,N,,,,,,,,NASDAQ,,,META US,1
0,,MSCO,,441353.11,HCU8977700,,,,,,,9:33:46,441353.11,44.135311,10000,SS,69676654MGM,,US,USD,20230419,MGM RESORTS INTL,MGM,USD,20230417,Y,,,US5529531015,,2547419,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,MGM US,46
0,,CHLC,,40625,5A08977702,,,,,,,10:00:47,40625,1.625,25000,B,69679605MRO LN,,GB,GBP,20230419,MELROSE INDUST PLC,MRO LN,GBP,20230417,N,,,GB00BNR5MZ78,,BNR5MZ7,,,0,0,,,,Europe,,N,,,,,,,,XLON,,,MRO LN,1
2.234375,,INST,,40627.23438,5A08977702,,,,,,,9:58:41,40625,1.625,25000,B,69679451MRO LN,,GB,GBP,20230419,MELROSE INDUST PLC,MRO LN,GBP,20230417,N,,,GB00BNR5MZ78,,BNR5MZ7,,,0,0,,,,Europe,,N,,,,,,,,XLON,,,MRO LN,2
58.355414,,GSCO,,583612.4954,5A08977702,,,,,,,2:10:33,583554.14,29.177707,20000,B,69674359NCM AT,,AU,AUD,20230419,NEWCREST MINING,NCM AT,AUD,20230417,N,,,AU000000NCM7,,6637101,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,NCM AT,269
0,,PAIR,,489597.9984,HCU8977700,,,,,,,11:50:02,489597.9984,19.428492,25200,B,69685887NCMGY,,US,USD,20230419,NEWCREST MINING,NCMGY,USD,20230417,N,,,US6511911082,,2623944,,,0,0,,,,USA,,N,,,,,,,,OTC-BB,,,NCMGY US,67
0,,PAIR,,1415494.146,HCU8977700,,,,,,,15:59:17,1415494.146,19.482137,72656,S,69695228NCMGY,,US,USD,20230419,NEWCREST MINING,NCMGY,USD,20230417,N,,,US6511911082,,2623944,,,0,0,,,,USA,,N,,,,,,,,OTC-BB,,,NCMGY US,487
0,,PAIR,,490664.291,HCU8977700,,,,,,,11:50:02,490664.291,48.677013,10080,SS,69685888NEM,,US,USD,20230419,NEWMONT CORPORATIO,NEM,USD,20230417,Y,,,US6516391066,,2636607,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,NEM US,82
0,,PAIR,,1407614.744,HCU8977700,,,,,,,15:59:19,1407614.744,48.434889,29062,B,69695242NEM,,US,USD,20230419,NEWMONT CORPORATIO,NEM,USD,20230417,N,,,US6516391066,,2636607,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,NEM US,546
547.5,,ORDS,,1095547.5,5A08977702,,,,,,,18:37:57,1095000,2.19,500000,B,68315170NTO.XASX,,AU,AUD,20230224,NITRO SOFTWARE LTD,NTO.XASX,AUD,20230222,N,,,AU0000067654,,BL6V155,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,NTO,1
1163.309309,,MSET,,14540203.06,5A08977702,,,,,,,10:54:19,14541366.37,348.504886,41725,S,69195878NZYMB DC,,DK,DKK,20230327,NOVOZYMES A/S,NZYMB DC,DKK,20230323,N,,,DK0060336014,,B798FW0,,,0,0,,,,Europe,,N,,,,,,,,XCSE,,,NZYMB DC,1755
0,,CHLC,,4143500,5A08977702,,,,,,,1:53:30,4143500,8.287,500000,B,69674161ORG AT,,AU,AUD,20230419,ORIGIN ENERGY,ORG AT,AUD,20230417,N,,,AU000000ORG5,,6214861,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,ORG AT,3
43.130992,,GSCO,,431266.794,5A08977702,,,,,,,20:46:07,431309.925,8.325,51809,S,68741764ORG AT,,AU,AUD,20230314,ORIGIN ENERGY,ORG AT,AUD,20230310,N,,,AU000000ORG5,,6214861,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,ORG AT,15
576.18097,,GSCO,,5762385.884,5A08977702,,,,,,,2:10:32,5761809.703,8.288394,695166,B,69674351ORG AT,,AU,AUD,20230314,ORIGIN ENERGY,ORG AT,AUD,20230310,N,,,AU000000ORG5,,6214861,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,ORG AT,490
0,,CHLC,,114547.055,5A08977702,,,,,,,3:19:01,114547.055,28.165,4067,B,69674564OZL AT,,AU,AUD,20230419,OZ MINERALS LTD,OZL AT,AUD,20230417,N,,,AU000000OZL8,,6397825,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,OZL AT,1
0,,FNZC,,7000000,5A08977702,,,,,,,0:50:56,7000000,28,250000,B,69178209OZL AT,,AU,AUD,20230329,OZ MINERALS LTD,OZL AT,AUD,20230327,N,,,AU000000OZL8,,6397825,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,OZL AT,2
312.512084,,GSCO,,3125433.354,5A08977702,,,,,,,20:07:20,3125120.842,28.04459,111434,B,69669243OZL AT,,AU,AUD,20230301,OZ MINERALS LTD,OZL AT,AUD,20230227,N,,,AU000000OZL8,,6397825,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,OZL AT,14
0,,CHLC,,1987301.466,5A08977702,,,,,,,11:31:00,1987301.466,117.752057,16877,SS,69684926P911 GY,,DE,EUR,20230419,DR.ING.H.C.F.PORSCHE VZOI,P911 GY,EUR,20230417,Y,,,DE000PAG9113,,BJN59B8,,,0,0,,,,Europe,,N,,,,,,,,XETA,,,P911 GY,2
15.545746,,INST,,222066.5531,5A08977702,,,,,,,4:34:38,222082.0989,118.570261,1873,SS,69675085P911 GY,,DE,EUR,20230419,DR.ING.H.C.F.PORSCHE VZOI,P911 GY,EUR,20230417,Y,,,DE000PAG9113,,BJN59B8,,,0,0,,,,Europe,,N,,,,,,,,XETA,,,P911 GY,60
139.149807,,INST,,1987715.24,5A08977702,,,,,,,11:25:50,1987854.39,117.784819,16877,S,69684754P911 GY,,DE,EUR,20230419,DR.ING.H.C.F.PORSCHE VZOI,P911 GY,EUR,20230417,N,,,DE000PAG9113,,BJN59B8,,,0,0,,,,Europe,,N,,,,,,,,XETA,,,P911 GY,391
248.837741,,GSCO,,2488626.254,5A08977702,,,,,,,0:10:08,2488377.416,4.984341,499239,B,66456334PDL AT,,AU,AUD,20221207,PENDAL GROUP LTD,PDL AT,AUD,20221205,N,,,AU0000009789,,BFY6LL6,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,PDL AT,766
68.2178,,FNZC,,136503.8178,5A08977702,,,,,,,0:59:34,136435.6,1.4,97454,B,69672337PPH NZ,,NZ,NZD,20230419,PUSHPAY HOLDINGS,PPH NZ,NZD,20230417,N,,,NZPPHE0001S6,,BMWC687,,,0,0,,,,Asia,,N,,,,,,,,XNZE,,,PPH NZ,96
557.79905,,FBNZ,,1115040.301,5A08977702,,,,,,,19:53:10,1115598.1,1.405,794020,S,69600709PPH NZ,,NZ,NZD,20230417,PUSHPAY HOLDINGS,PPH NZ,NZD,20230413,N,,,NZPPHE0001S6,,BMWC687,,,0,0,,,,Asia,,N,,,,,,,,XNZE,,,PPH NZ,2
178.342575,,GSCO,,1783247.413,5A08977702,,,,,,,0:10:07,1783425.755,25.015089,71294,SS,66456324PPT AT,,AU,AUD,20221207,PERPETUAL LIMITED,PPT AT,AUD,20221205,Y,,,AU000000PPT9,,6682394,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,PPT AT,837
0,,CHLC,,438492.52,5A08977702,,,,,,,11:45:41,438492.52,70.7246,6200,S,69685718PRX NA,,NL,EUR,20230419,PROSUS N.V.,PRX NA,EUR,20230417,N,,,NL0013654783,,BJDS7L3,,,0,0,,,,Europe,,N,,,,,,,,XAMS,,,PRX NA,1
24.127308,,INST,,438654.2005,5A08977702,,,,,,,10:16:32,438678.3278,70.754569,6200,S,69680508PRX NA,,NL,EUR,20230419,PROSUS N.V.,PRX NA,EUR,20230417,N,,,NL0013654783,,BJDS7L3,,,0,0,,,,Europe,,N,,,,,,,,XAMS,,,PRX NA,16
0,,CHLC,,55050,5A08977702,,,,,,,10:57:24,55050,3.67,15000,S,69682906QQ/ LN,,GB,GBP,20230419,QINETIQ GROUP,QQ/ LN,GBP,20230417,N,,,GB00B0WMWD03,,B0WMWD0,,,0,0,,,,Europe,,N,,,,,,,,XLON,,,QQ/ LN,1
3.02775,,INST,,55046.97225,5A08977702,,,,,,,10:56:16,55050,3.67,15000,S,69682858QQ/ LN,,GB,GBP,20230419,QINETIQ GROUP,QQ/ LN,GBP,20230417,N,,,GB00B0WMWD03,,B0WMWD0,,,0,0,,,,Europe,,N,,,,,,,,XLON,,,QQ/ LN,1
0,,BOOK,,76769.08476,HCU8977700,,,,,,,15:49:36,76769.08476,14.644999,5242,B,69692799RADI,,US,USD,20230419,RADIUS GLOBAL INFR,RADI,USD,20230417,N,,,US7504811032,,BMHZYY3,,,0,0,,,,USA,,N,,,,,,,,NASDAQ,,,RADI US,66
0,,MLCO,,770900.6911,HCU8977700,,,,,,,15:23:58,770900.6911,14.649501,52623,B,69690525RADI,,US,USD,20230419,RADIUS GLOBAL INFR,RADI,USD,20230417,N,,,US7504811032,,BMHZYY3,,,0,0,,,,USA,,N,,,,,,,,NASDAQ,,,RADI US,15
0,,MSCO,,77537.09878,HCU8977700,,,,,,,15:59:59,77537.09878,14.648989,5293,B,69695409RADI,,US,USD,20230419,RADIUS GLOBAL INFR,RADI,USD,20230417,N,,,US7504811032,,BMHZYY3,,,0,0,,,,USA,,N,,,,,,,,NASDAQ,,,RADI US,10
0,,CHLC,,1194216,5A08977702,,,,,,,15:49:36,1194216,59.7108,20000,S,69692798RDY,,US,USD,20230419,DR REDDYS LABS,RDY,USD,20230417,N,,,US2561352038,,2748881,,,0,0,,,,Europe,,N,,,,,,,,NYSE,,,RDY US,1
0,,INST,,1194676.74,5A08977702,,,,,,,13:12:22,1194676.74,59.733837,20000,S,69687954RDY,,US,USD,20230419,DR REDDYS LABS,RDY,USD,20230417,N,,,US2561352038,,2748881,,,0,0,,,,Europe,,N,,,,,,,,NYSE,,,RDY US,250
0,,CHLC,,618857.2743,5A08977702,,,,,,,16:02:18,618857.2743,52.7001,11743,S,68493005RDY AT,,AU,AUD,20230303,READYTECH HOLDINGS,RDY AT,AUD,20230301,N,,,AU0000043002,,BJQP1P3,,,0,0,,,,Europe,,N,,,,,,,,XASX,,,RDY AT,1
310.107978,,ORDS,,619905.848,5A08977702,,,,,,,2:13:40,620215.956,1.455906,426000,SS,69674374RMS AT,,AU,AUD,20230419,RAMELIUS RESOURCES,RMS AT,AUD,20230417,Y,,,AU000000RMS4,,6586872,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,RMS AT,110
0,,CHLC,,498575.9806,5A08977702,,,,,,,5:29:18,498575.9806,285.3898,1747,S,67744263ROG SE,,CH,CHF,20230202,ROCHE HLDGS AG,ROG SE,CHF,20230131,N,,,CH0012032048,,7110388,,,0,0,,,,Europe,,N,,,,,,,,XSWX,,,ROG SE,1
1.773128,,GSCO,,17733.06002,5A08977702,,,,,,,18:13:40,17731.28689,0.628613,28207,B,68289625SBM AT,,AU,AUD,20230223,ST BARBARA LIMITED,SBM AT,AUD,20230221,N,,,AU000000SBM8,,6317072,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,SBM AT,19
0,,CHLC,,1671744,5A08977702,,,,,,,9:41:00,1671744,83.5872,20000,B,69677907SE,,US,USD,20230419,SEA LTD,SE,USD,20230417,N,,,US81141R1005,,BYWD7L4,,,0,0,,,,Europe,,N,,,,,,,,NYSE,,,SE US,1
0,,INST,,3245894.418,5A08977702,,,,,,,16:00:24,3245894.418,83.228062,39000,B,69695439SE,,US,USD,20230419,SEA LTD,SE,USD,20230417,N,,,US81141R1005,,BYWD7L4,,,0,0,,,,Europe,,N,,,,,,,,NYSE,,,SE US,129
0,,MSET,,155589.5,5A08977702,,,,,,,6:05:12,155589.5,62.2358,2500,B,69675553SHEL,,US,USD,20230419,SHELL PLC,SHEL,USD,20230417,N,,,US7802593050,,BPK3CG3,,,0,0,,,,Europe,,N,,,,,,,,NYSE,,,SHEL US,13
0,,CHLC,,141585,5A08977702,,,,,,,7:01:35,141585,28.317,5000,B,69675874SHELL NA,,NL,EUR,20230419,SHELL PLC,SHELL NA,EUR,20230417,N,,,GB00BP6MXD84,,BP6MXT4,,,0,0,,,,Europe,,N,,,,,,,,XAMS,,,SHELL NA,1
10.61251,,BAML,,141510.7525,5A08977702,,,,,,,6:59:56,141500.14,28.300028,5000,B,69675863SHELL NA,,NL,EUR,20230419,SHELL PLC,SHELL NA,EUR,20230417,N,,,GB00BP6MXD84,,BP6MXT4,,,0,0,,,,Europe,,N,,,,,,,,XAMS,,,SHELL NA,270
11.332616,,MSET,,141646.3774,5A08977702,,,,,,,6:05:12,141657.71,28.331542,5000,S,69675558SHELL NA,,NL,EUR,20230419,SHELL PLC,SHELL NA,EUR,20230417,N,,,GB00BP6MXD84,,BP6MXT4,,,0,0,,,,Europe,,N,,,,,,,,XAMS,,,SHELL NA,11
238.40978,,GSCO,,2383859.39,5A08977702,,,,,,,2:10:33,2384097.8,95.363912,25000,S,69674358SQ2 AT,,AU,AUD,20230419,BLOCK INC,SQ2 AT,AUD,20230417,N,,,AU0000187353,,BMHJ8W1,,,0,0,,,,Asia,,N,,,,,,,,XASX,,,SQ2 AT,3326
0,,GSCO,,13971.56,HCU8977700,,,,,,,10:08:30,13971.56,32.492,430,B,69680025SU,,US,USD,20230419,SUNCOR ENERGY INC,SU,USD,20230417,N,,,CA8672241079,,B3NB0P5,,,0,0,,,,USA,,N,,,,,,,,NYSE,,,SU US,6
